vpn_code,id,data
,6212,"{""id"" : 6212, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6213,"{""id"" : 6213, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6214,"{""id"" : 6214, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6215,"{""id"" : 6215, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6216,"{""id"" : 6216, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6217,"{""id"" : 6217, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6218,"{""id"" : 6218, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6461,"{""id"" : 6461, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""BCR in Hookah port out 4433058765 05118010505069033058765 nprtspa"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6219,"{""id"" : 6219, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6220,"{""id"" : 6220, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6221,"{""id"" : 6221, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6222,"{""id"" : 6222, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6223,"{""id"" : 6223, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6224,"{""id"" : 6224, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6225,"{""id"" : 6225, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6226,"{""id"" : 6226, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6227,"{""id"" : 6227, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7522,"{""id"" : 7522, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=national.3.PORprefix"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=national.3.PORprefix"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6231,"{""id"" : 6231, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7725,"{""id"" : 7725, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""XIP202004-00978"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6233,"{""id"" : 6233, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7728,"{""id"" : 7728, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""XIP202004-00978"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7741,"{""id"" : 7741, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Test"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7803,"{""id"" : 7803, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6237,"{""id"" : 6237, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6238,"{""id"" : 6238, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,42,"{""id"" : 42, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7822,"{""id"" : 7822, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8071,"{""id"" : 8071, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8073,"{""id"" : 8073, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8075,"{""id"" : 8075, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8076,"{""id"" : 8076, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7541,"{""id"" : 7541, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6292,"{""id"" : 6292, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6293,"{""id"" : 6293, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8077,"{""id"" : 8077, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8078,"{""id"" : 8078, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6296,"{""id"" : 6296, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6297,"{""id"" : 6297, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6298,"{""id"" : 6298, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8080,"{""id"" : 8080, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=national.3.PORprefix"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=national.3.PORprefix"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8089,"{""id"" : 8089, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6301,"{""id"" : 6301, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6302,"{""id"" : 6302, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6303,"{""id"" : 6303, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6304,"{""id"" : 6304, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6305,"{""id"" : 6305, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6306,"{""id"" : 6306, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6307,"{""id"" : 6307, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8385,"{""id"" : 8385, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""India legal scam number"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8531,"{""id"" : 8531, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6310,"{""id"" : 6310, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8533,"{""id"" : 8533, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8943,"{""id"" : 8943, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,9102,"{""id"" : 9102, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""FW: PORTING on 24 july ACTION REQUIRED 44 (0) 2076601141 exporting from OBS to Colt on 24-06-2021 17:30 UK time"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
